results_dir,splits,valid,note,model,task,seed,split,max_length,truncation,loss,source_file,weighted_f1,macro_f1,macro_f1_10,micro_f1,positive_class_f1,no_distortion_f1
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multiclass,1337.0,test,512,head,,eval_mental-bert-base-uncased_multiclass_1337.json,0.2755435416002865,0.1640835225176678,0.12531946097633115,0.2845849802371542,,0.5517241379310345
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multiclass,2024.0,test,512,head,,eval_mental-bert-base-uncased_multiclass_2024.json,0.26771408869714247,0.17081772311598356,0.13636575309629356,0.26877470355731226,,0.5153374233128835
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multiclass,42.0,val,512,head,,eval_mental-bert-base-uncased_multiclass_42.json,0.3387888862936131,0.2101604412690641,0.1707369249564101,0.33992094861660077,,0.6043956043956044
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multiclass,1337.0,val,512,head,,eval_mental-bert-base-uncased_multiclass_1337.json,0.33687519569474356,0.22300764186686245,0.18621749696263962,0.32806324110671936,,0.5909090909090909
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multiclass,2024.0,val,512,head,,eval_mental-bert-base-uncased_multiclass_2024.json,0.33679711146658387,0.19772219706338384,0.15451099135535756,0.33201581027667987,,0.6298342541436464
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multiclass,42.0,test,512,head,,eval_roberta-base_multiclass_42.json,0.28081674592456884,0.1593939345667713,0.1188361528822055,0.2885375494071146,,0.5649717514124294
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multiclass,1337.0,test,512,head,,eval_roberta-base_multiclass_1337.json,0.29492928540729996,0.19175189173104742,0.1555598492657341,0.2964426877470356,,0.5536723163841808
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multiclass,2024.0,test,512,head,,eval_roberta-base_multiclass_2024.json,0.2952511932489235,0.1778611640769978,0.1404325565583172,0.2924901185770751,,0.5521472392638037
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multiclass,42.0,val,512,head,,eval_roberta-base_multiclass_42.json,0.3519933144369389,0.2023924440984972,0.15666310212091236,0.3675889328063241,,0.6596858638743456
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multiclass,1337.0,val,512,head,,eval_roberta-base_multiclass_1337.json,0.3539311056847238,0.22355284975712808,0.1820337891831027,0.36363636363636365,,0.6387434554973822
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multiclass,2024.0,val,512,head,,eval_roberta-base_multiclass_2024.json,0.3299271643579335,0.21978784764101664,0.1849618986773076,0.33201581027667987,,0.5680473372781065
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multilabel,42.0,test,512,head,,eval_mental-bert-base-uncased_multilabel_42.json,0.18389049829468426,0.1748822239525057,,0.19923371647509577,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multilabel,1337.0,test,512,head,,eval_mental-bert-base-uncased_multilabel_1337.json,0.20403099947217598,0.20678272813566934,,0.2070393374741201,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multilabel,2024.0,test,512,head,,eval_mental-bert-base-uncased_multilabel_2024.json,0.19591810661620015,0.19064335155101736,,0.2,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multilabel,42.0,val,512,head,,eval_mental-bert-base-uncased_multilabel_42.json,0.2673603882274557,0.2653035967028265,,0.25,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multilabel,1337.0,val,512,head,,eval_mental-bert-base-uncased_multilabel_1337.json,0.24078662739532805,0.24182086921704166,,0.23123732251521298,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",mental/mental-bert-base-uncased,multilabel,2024.0,val,512,head,,eval_mental-bert-base-uncased_multilabel_2024.json,0.2822676934431245,0.2788420391671208,,0.2839506172839506,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multilabel,42.0,test,512,head,,eval_roberta-base_multilabel_42.json,0.22049396743044997,0.23117974369247712,,0.21666666666666667,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multilabel,1337.0,test,512,head,,eval_roberta-base_multilabel_1337.json,0.1978896351587279,0.1920982726620208,,0.2,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multilabel,2024.0,test,512,head,,eval_roberta-base_multilabel_2024.json,0.20878617739716535,0.19636778336603347,,0.2205029013539652,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multilabel,42.0,val,512,head,,eval_roberta-base_multilabel_42.json,0.294973289381893,0.2887706318019786,,0.28817204301075267,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multilabel,1337.0,val,512,head,,eval_roberta-base_multilabel_1337.json,0.2726132925060903,0.2589600662726294,,0.26422764227642276,,
results,data/splits,True,"Annotated_data only, frozen 80/10/10",roberta-base,multilabel,2024.0,val,512,head,,eval_roberta-base_multilabel_2024.json,0.2926091287636944,0.2768013812869389,,0.2909090909090909,,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],binary,42.0,test,,,,eval_cascade_binary_mental-roberta-base_42_multilabel_mental-roberta-base_42.json,0.7245234358843351,0.7037668941522816,,0.7233201581027668,0.779874213836478,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],binary,1337.0,test,,,,eval_cascade_binary_mental-roberta-base_1337_multilabel_mental-roberta-base_1337.json,0.7470355731225297,0.7267080745341614,,0.7470355731225297,0.8012422360248447,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],binary,2024.0,test,,,,eval_cascade_binary_mental-roberta-base_2024_multilabel_mental-roberta-base_2024.json,0.7421396283274737,0.7204419889502762,,0.7430830039525692,0.8,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],binary,42.0,val,,,,eval_cascade_binary_mental-roberta-base_42_multilabel_mental-roberta-base_42.json,0.7645569187071164,0.7510822510822511,,0.7628458498023716,0.8051948051948052,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],binary,1337.0,val,,,,eval_cascade_binary_mental-roberta-base_1337_multilabel_mental-roberta-base_1337.json,0.7716448350693084,0.7575667459688078,,0.7707509881422925,0.8141025641025641,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],binary,2024.0,val,,,,eval_cascade_binary_mental-roberta-base_2024_multilabel_mental-roberta-base_2024.json,0.7757809085923165,0.7622062824635172,,0.7747035573122529,0.8167202572347267,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],multilabel,42.0,test,,,,eval_cascade_binary_mental-roberta-base_42_multilabel_mental-roberta-base_42.json,0.25507295841342853,0.2475838412747473,,0.2524271844660194,,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],multilabel,1337.0,test,,,,eval_cascade_binary_mental-roberta-base_1337_multilabel_mental-roberta-base_1337.json,0.23665009553796099,0.22598379643442193,,0.2495201535508637,,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],multilabel,2024.0,test,,,,eval_cascade_binary_mental-roberta-base_2024_multilabel_mental-roberta-base_2024.json,0.2504765588249514,0.24690665928860045,,0.2490566037735849,,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],multilabel,42.0,val,,,,eval_cascade_binary_mental-roberta-base_42_multilabel_mental-roberta-base_42.json,0.2791140242725545,0.2731505621102094,,0.27235772357723576,,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],multilabel,1337.0,val,,,,eval_cascade_binary_mental-roberta-base_1337_multilabel_mental-roberta-base_1337.json,0.24343199785849798,0.22436479443368723,,0.2559055118110236,,
results_cascade,data/splits,True,"cascade end-to-end, composed prediction",cascade[binary_mental-roberta-base+multilabel_mental-roberta-base],multilabel,2024.0,val,,,,eval_cascade_binary_mental-roberta-base_2024_multilabel_mental-roberta-base_2024.json,0.2616274043055868,0.2530926882941577,,0.26294820717131473,,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,binary,42.0,test,512,head,,eval_mental-bert-base-uncased_binary_42.json,0.7203495971368132,0.7184654426033736,,0.7195121951219512,0.735632183908046,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,binary,1337.0,test,512,head,,eval_mental-bert-base-uncased_binary_1337.json,0.7249563225172981,0.721035721035721,,0.725609756097561,0.7567567567567568,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,binary,2024.0,test,512,head,,eval_mental-bert-base-uncased_binary_2024.json,0.7230885991724367,0.7203751065643649,,0.7225609756097561,0.7450980392156863,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,binary,42.0,val,512,head,,eval_mental-bert-base-uncased_binary_42.json,0.7286963689747882,0.728656014426071,,0.7286585365853658,0.729483282674772,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,binary,1337.0,val,512,head,,eval_mental-bert-base-uncased_binary_1337.json,0.7252715720434515,0.7243697478991598,,0.725609756097561,0.7428571428571429,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,binary,2024.0,val,512,head,,eval_mental-bert-base-uncased_binary_2024.json,0.7105355374937484,0.7102338773422606,,0.7103658536585366,0.7164179104477612,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multiclass,42.0,test,512,head,,eval_mental-bert-base-uncased_multiclass_42.json,0.37770062398959825,0.24492325319002867,0.2152489118423649,0.36890243902439024,,0.5416666666666666
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multiclass,1337.0,test,512,head,,eval_mental-bert-base-uncased_multiclass_1337.json,0.3948029602483494,0.2759601717439832,0.24847144315566966,0.38109756097560976,,0.5508474576271186
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multiclass,2024.0,test,512,head,,eval_mental-bert-base-uncased_multiclass_2024.json,0.4008834827262972,0.29097454939038525,0.2647001035029775,0.38414634146341464,,0.5537190082644629
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multiclass,42.0,val,512,head,,eval_mental-bert-base-uncased_multiclass_42.json,0.37578622160754205,0.20158480752658067,0.16324526456382368,0.35060975609756095,,0.5849802371541502
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multiclass,1337.0,val,512,head,,eval_mental-bert-base-uncased_multiclass_1337.json,0.39043591972624303,0.23767526365273764,0.20418788805722712,0.3628048780487805,,0.5725490196078431
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multiclass,2024.0,val,512,head,,eval_mental-bert-base-uncased_multiclass_2024.json,0.37047431389161717,0.21267069262054727,0.17860179350315536,0.3353658536585366,,0.5533596837944664
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multilabel,42.0,test,512,head,,eval_mental-bert-base-uncased_multilabel_42.json,0.2937194637441937,0.29048040308637485,,0.28324697754749567,,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multilabel,1337.0,test,512,head,,eval_mental-bert-base-uncased_multilabel_1337.json,0.3002657108614891,0.29809183631979497,,0.3063973063973064,,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multilabel,2024.0,test,512,head,,eval_mental-bert-base-uncased_multilabel_2024.json,0.24654173148042632,0.2407633139063255,,0.24954128440366974,,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multilabel,42.0,val,512,head,,eval_mental-bert-base-uncased_multilabel_42.json,0.3053792998959566,0.28874760578671826,,0.2996632996632997,,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multilabel,1337.0,val,512,head,,eval_mental-bert-base-uncased_multilabel_1337.json,0.3025188866710392,0.28778678290781406,,0.28426395939086296,,
results_codipas,data/splits_codipas_cls,True,CODIPAS message-level; y_mc is DERIVED not annotated,mental/mental-bert-base-uncased,multilabel,2024.0,val,512,head,,eval_mental-bert-base-uncased_multilabel_2024.json,0.29515475589439055,0.27847442525550836,,0.29071803852889666,,
results_multiclass_v2,data/splits,True,"flat 11-class, clean splits",mental/mental-roberta-base,multiclass,42.0,test,256,head_tail,weighted_ce,eval_mental-roberta-base_multiclass_42.json,0.29082198690020195,0.17300903200920859,0.13247860990892463,0.2885375494071146,,0.5783132530120482
results_multiclass_v2,data/splits,True,"flat 11-class, clean splits",mental/mental-roberta-base,multiclass,1337.0,test,256,head_tail,weighted_ce,eval_mental-roberta-base_multiclass_1337.json,0.2742681505487323,0.14776572369004712,0.10487358440261012,0.26877470355731226,,0.5766871165644172
results_multiclass_v2,data/splits,True,"flat 11-class, clean splits",mental/mental-roberta-base,multiclass,2024.0,test,256,head_tail,weighted_ce,eval_mental-roberta-base_multiclass_2024.json,0.2892569860441519,0.18230956954698965,0.14915163761279976,0.28063241106719367,,0.5138888888888888
results_multiclass_v2,data/splits,True,"flat 11-class, clean splits",mental/mental-roberta-base,multiclass,42.0,val,256,head_tail,weighted_ce,eval_mental-roberta-base_multiclass_42.json,0.3459833148381019,0.2387445444321205,0.2045184402161146,0.34782608695652173,,0.5810055865921788
results_multiclass_v2,data/splits,True,"flat 11-class, clean splits",mental/mental-roberta-base,multiclass,1337.0,val,256,head_tail,weighted_ce,eval_mental-roberta-base_multiclass_1337.json,0.35256922123501777,0.249961483176689,0.2157860338612218,0.3359683794466403,,0.591715976331361
results_multiclass_v2,data/splits,True,"flat 11-class, clean splits",mental/mental-roberta-base,multiclass,2024.0,val,256,head_tail,weighted_ce,eval_mental-roberta-base_multiclass_2024.json,0.3008919352162323,0.1986691249005441,0.1655559049402674,0.2845849802371542,,0.5298013245033113
results_multilabel_flat,data/splits,True,flat multilabel — the cascade's matched competitor,mental/mental-roberta-base,multilabel,42.0,test,256,head_tail,bce,eval_mental-roberta-base_multilabel_42.json,0.22998763698347344,0.2235097464788935,,0.2318840579710145,,
results_multilabel_flat,data/splits,True,flat multilabel — the cascade's matched competitor,mental/mental-roberta-base,multilabel,1337.0,test,256,head_tail,bce,eval_mental-roberta-base_multilabel_1337.json,0.2647511944562649,0.2713265497438758,,0.26141078838174275,,
results_multilabel_flat,data/splits,True,flat multilabel — the cascade's matched competitor,mental/mental-roberta-base,multilabel,2024.0,test,256,head_tail,bce,eval_mental-roberta-base_multilabel_2024.json,0.21991482865177633,0.2166825281174148,,0.22265625,,
results_multilabel_flat,data/splits,True,flat multilabel — the cascade's matched competitor,mental/mental-roberta-base,multilabel,42.0,val,256,head_tail,bce,eval_mental-roberta-base_multilabel_42.json,0.27216536368532157,0.2711491149197296,,0.2774327122153209,,
results_multilabel_flat,data/splits,True,flat multilabel — the cascade's matched competitor,mental/mental-roberta-base,multilabel,1337.0,val,256,head_tail,bce,eval_mental-roberta-base_multilabel_1337.json,0.28546559492717744,0.2711137776583761,,0.27705627705627706,,
results_multilabel_flat,data/splits,True,flat multilabel — the cascade's matched competitor,mental/mental-roberta-base,multilabel,2024.0,val,256,head_tail,bce,eval_mental-roberta-base_multilabel_2024.json,0.2870558557399369,0.27452127351238026,,0.2769857433808554,,
results_stage1,data/splits,True,cascade Stage 1 (binary),mental/mental-roberta-base,binary,42.0,test,256,head_tail,weighted_ce,eval_mental-roberta-base_binary_42.json,0.7245234358843351,0.7037668941522816,,0.7233201581027668,0.779874213836478,
results_stage1,data/splits,True,cascade Stage 1 (binary),mental/mental-roberta-base,binary,1337.0,test,256,head_tail,weighted_ce,eval_mental-roberta-base_binary_1337.json,0.7470355731225297,0.7267080745341614,,0.7470355731225297,0.8012422360248447,
results_stage1,data/splits,True,cascade Stage 1 (binary),mental/mental-roberta-base,binary,2024.0,test,256,head_tail,weighted_ce,eval_mental-roberta-base_binary_2024.json,0.7421396283274737,0.7204419889502762,,0.7430830039525692,0.8,
results_stage1,data/splits,True,cascade Stage 1 (binary),mental/mental-roberta-base,binary,42.0,val,256,head_tail,weighted_ce,eval_mental-roberta-base_binary_42.json,0.7645569187071164,0.7510822510822511,,0.7628458498023716,0.8051948051948052,
results_stage1,data/splits,True,cascade Stage 1 (binary),mental/mental-roberta-base,binary,1337.0,val,256,head_tail,weighted_ce,eval_mental-roberta-base_binary_1337.json,0.7716448350693084,0.7575667459688078,,0.7707509881422925,0.8141025641025641,
results_stage1,data/splits,True,cascade Stage 1 (binary),mental/mental-roberta-base,binary,2024.0,val,256,head_tail,weighted_ce,eval_mental-roberta-base_binary_2024.json,0.7757809085923165,0.7622062824635172,,0.7747035573122529,0.8167202572347267,
results_stage2,data/splits_stage2,True,"cascade Stage 2 ISOLATED - distorted-only, not a cascade result",mental/mental-roberta-base[stage2-isolated],multilabel,42.0,test,256,head_tail,focal,eval_mental-roberta-base_multilabel_42.json,0.29593969299553763,0.2861083113563631,,0.2972972972972973,,
results_stage2,data/splits_stage2,True,"cascade Stage 2 ISOLATED - distorted-only, not a cascade result",mental/mental-roberta-base[stage2-isolated],multilabel,1337.0,test,256,head_tail,focal,eval_mental-roberta-base_multilabel_1337.json,0.27471051265290153,0.2577778738846028,,0.28680688336520077,,
results_stage2,data/splits_stage2,True,"cascade Stage 2 ISOLATED - distorted-only, not a cascade result",mental/mental-roberta-base[stage2-isolated],multilabel,2024.0,test,256,head_tail,focal,eval_mental-roberta-base_multilabel_2024.json,0.29811749200347704,0.2864301337857359,,0.30268199233716475,,
results_stage2,data/splits_stage2,True,"cascade Stage 2 ISOLATED - distorted-only, not a cascade result",mental/mental-roberta-base[stage2-isolated],multilabel,42.0,val,256,head_tail,focal,eval_mental-roberta-base_multilabel_42.json,0.3419557079545588,0.32572310939393745,,0.33530571992110453,,
results_stage2,data/splits_stage2,True,"cascade Stage 2 ISOLATED - distorted-only, not a cascade result",mental/mental-roberta-base[stage2-isolated],multilabel,1337.0,val,256,head_tail,focal,eval_mental-roberta-base_multilabel_1337.json,0.2962607789099892,0.2695340699915742,,0.31640625,,
results_stage2,data/splits_stage2,True,"cascade Stage 2 ISOLATED - distorted-only, not a cascade result",mental/mental-roberta-base[stage2-isolated],multilabel,2024.0,val,256,head_tail,focal,eval_mental-roberta-base_multilabel_2024.json,0.326415357681099,0.30847554785687614,,0.33268101761252444,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,binary,42.0,test,512,head,,eval_mental-roberta-base_binary_42.json,0.7804477900019302,0.7649946921443738,,0.7786561264822134,0.821656050955414,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,binary,1337.0,test,512,head,,eval_mental-roberta-base_binary_1337.json,0.7781231114564449,0.7597340930674263,,0.7786561264822134,0.8271604938271605,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,binary,2024.0,test,512,head,,eval_mental-roberta-base_binary_2024.json,0.7684806176952773,0.7518989445691016,,0.766798418972332,0.8126984126984127,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,binary,42.0,val,512,head,,eval_mental-roberta-base_binary_42.json,0.8130223228078614,0.8051597997689642,,0.8102766798418972,0.8367346938775511,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,binary,1337.0,val,512,head,,eval_mental-roberta-base_binary_1337.json,0.811645534965693,0.8008658008658008,,0.8102766798418972,0.8441558441558441,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,binary,2024.0,val,512,head,,eval_mental-roberta-base_binary_2024.json,0.8009658898127707,0.7915273132664438,,0.7984189723320159,0.8294314381270903,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,binary,42.0,test,512,head,,eval_deberta-v3-base_binary_42.json,0.7804477900019302,0.7649946921443738,,0.7786561264822134,0.821656050955414,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,binary,1337.0,test,512,head,,eval_deberta-v3-base_binary_1337.json,0.7668137687555164,0.7543689320388349,,0.7628458498023716,0.8,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,binary,2024.0,test,512,head,,eval_deberta-v3-base_binary_2024.json,0.7623699683401176,0.7482587064676618,,0.758893280632411,0.8,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,binary,42.0,val,512,head,,eval_deberta-v3-base_binary_42.json,0.805105783366653,0.7964929214929215,,0.8023715415019763,0.831081081081081,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,binary,1337.0,val,512,head,,eval_deberta-v3-base_binary_1337.json,0.8208130593575338,0.8132781414452575,,0.8181818181818182,0.8435374149659864,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,binary,2024.0,val,512,head,,eval_deberta-v3-base_binary_2024.json,0.7973100147013191,0.7883526383526384,,0.7944664031620553,0.8243243243243243,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multiclass,42.0,test,512,head,,eval_mental-roberta-base_multiclass_42.json,0.3451567902449049,0.23617422267438323,0.200188995935199,0.3201581027667984,,0.5960264900662252
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multiclass,1337.0,test,512,head,,eval_mental-roberta-base_multiclass_1337.json,0.3493598921197904,0.2258033848925689,0.18773856209150327,0.3241106719367589,,0.6064516129032258
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multiclass,2024.0,test,512,head,,eval_mental-roberta-base_multiclass_2024.json,0.32041452164217277,0.20948738982468365,0.17615041452143773,0.2924901185770751,,0.5428571428571428
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multiclass,42.0,val,512,head,,eval_mental-roberta-base_multiclass_42.json,0.3806065682913615,0.26802785893605036,0.23292588292489347,0.3794466403162055,,0.6190476190476191
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multiclass,1337.0,val,512,head,,eval_mental-roberta-base_multiclass_1337.json,0.39620514375741217,0.27255181330244854,0.2335279248652516,0.38735177865612647,,0.6627906976744186
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multiclass,2024.0,val,512,head,,eval_mental-roberta-base_multiclass_2024.json,0.34321833772380234,0.23563909152400253,0.20170300067640282,0.32806324110671936,,0.575
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multiclass,42.0,test,512,head,,eval_deberta-v3-base_multiclass_42.json,0.3435132986633011,0.21408045580347126,0.17207386723747692,0.3241106719367589,,0.6341463414634146
